"OutphaseC4_001 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_001.tcf]","Time (h)","Q 2 [OutphaseC4_001]","Q 3 [OutphaseC4_001]","Q 4 [OutphaseC4_001]","Q 5 [OutphaseC4_001]","Q 6 [OutphaseC4_001]","Q 7 [OutphaseC4_001]","Q 1 [OutphaseC4_001]","Q  8 [OutphaseC4_001]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.025000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.041667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           8,        0.058333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           9,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
          10,        0.075000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0020,          0.0000
          11,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0121,          0.0000
          12,        0.091667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0261,          0.0000
          13,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0335,          0.0000
          14,        0.108333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0512,          0.0000
          15,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0590,          0.0000
          16,        0.125000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0781,          0.0000
          17,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0820,          0.0000
          18,        0.141667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1001,          0.0000
          19,        0.150000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1073,          0.0000
          20,        0.158333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1253,          0.0000
          21,        0.166667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1307,          0.0000
          22,        0.175000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1445,          0.0000
          23,        0.183333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1552,          0.0000
          24,        0.191667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1643,          0.0000
          25,        0.200000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1752,          0.0000
          26,        0.208333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1909,          0.0000
          27,        0.216667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1984,          0.0000
          28,        0.225000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.2092,          0.0000
