"InphaseC4_001 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_001.tcf]","Time (h)","Q 2 [InphaseC4_001]","Q 3 [InphaseC4_001]","Q 4 [InphaseC4_001]","Q 5 [InphaseC4_001]","Q 6 [InphaseC4_001]","Q 7 [InphaseC4_001]","Q 1 [InphaseC4_001]","Q  8 [InphaseC4_001]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9165,         -0.0006
           4,        0.025000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -0.9969,         -0.0009
           5,        0.033333,         -0.3726,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,         -0.9999,         -0.0011
           6,        0.041667,         -0.3779,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,         -1.0000,          0.0007
           7,        0.050000,         -0.3073,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,         -1.0000,          0.0003
           8,        0.058333,         -0.3848,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,         -1.0000,          0.0012
           9,        0.066667,         -0.3692,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,         -1.0000,         -0.0020
          10,        0.075000,         -0.3725,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0012,         -1.0000,          0.0012
          11,        0.083333,         -0.4055,          0.0000,          0.0000,          0.0000,          0.0000,          0.0012,         -1.0000,         -0.0006
          12,        0.091667,         -0.3913,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0010,         -1.0000,         -0.0007
          13,        0.100000,         -0.4026,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,         -1.0000,         -0.0032
          14,        0.108333,         -0.4198,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0002,         -1.0000,          0.0029
          15,        0.116667,         -0.4185,          0.0000,          0.0000,          0.0000,          0.0000,          0.0015,         -1.0000,         -0.0001
          16,        0.125000,         -0.4216,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0022,         -1.0000,         -0.0012
          17,        0.133333,         -0.4217,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -1.0000,         -0.0026
          18,        0.141667,         -0.4407,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -1.0000,          0.0036
          19,        0.150000,         -0.4483,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -1.0000,         -0.0013
          20,        0.158333,         -0.4477,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0013,         -1.0000,          0.0007
          21,        0.166667,         -0.4425,          0.0000,          0.0000,          0.0000,          0.0000,          0.0021,         -1.0000,          0.0028
          22,        0.175000,         -0.4473,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0008,         -0.9999,          0.0020
          23,        0.183333,         -0.4630,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -1.0000,         -0.0038
          24,        0.191667,         -0.4663,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0005,         -1.0001,          0.0017
          25,        0.200000,         -0.4630,          0.0000,          0.0000,          0.0000,          0.0000,          0.0009,         -1.0001,         -0.0003
          26,        0.208333,         -0.4672,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0015,         -1.0000,         -0.0015
          27,        0.216667,         -0.4787,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,         -1.0011,          0.0002
